codigo de articulo ;Descripcion;codigo de barras ;Proveedor;Departamento;Categoria;Marca
28166;BLONDA REDONDA 30CM X100U;0;PAPELERA K&A SRL;CONFITERIA;INSUMOS PRODUCCION...;Insumos Producción
59617;COMPOTERA GRANDE RANDOM 21,5CM;7,7943E+12;DESES PLAST SRL;HOGAR;BAZAR;SUPERFLEX
33679;BLONDA BORDADA 100UX32CM;0;PAPELERA K&A SRL;CONFITERIA;INSUMOS PRODUCCION...;Insumos Producción
60074;BLONDA RED.BORD.36CMX100U PP;0;PAPELERA K&A SRL;CONFITERIA;INSUMOS PRODUCCION...;Insumos Producción
30455;NONISEC ADULTO GDE C/GEL X50U;7,79094E+12;LENTERDIT S.A.;PERFUMERIA;FARMACIA;NONISEC
30456;NONISEC ADULTO EX-G C/GEL X50U;7,79094E+12;LENTERDIT S.A.;PERFUMERIA;FARMACIA;NONISEC
28170;BLONDA REDONDA 38CM X100U;0;PAPELERA K&A SRL;CONFITERIA;INSUMOS PRODUCCION...;Insumos Producción
30809;BLONDA REDONDA 40CM X100U;0;PAPELERA K&A SRL;CONFITERIA;INSUMOS PRODUCCION...;Insumos Producción
65868;BLONDA PARAFI.RED.X21CM X100UN;0;PAPELERA K&A SRL;CONFITERIA;INSUMOS PRODUCCION...;Insumos Producción
78480;NONISEC ADULTO BASICO GDE X50;7,79094E+12;LENTERDIT S.A.;PERFUMERIA;FARMACIA;NONISEC
62280;NONISEC AD EXGDE BAS.C/GEL X50;7,79094E+12;LENTERDIT S.A.;PERFUMERIA;FARMACIA;NONISEC
28169;BLONDA REDONDA X24CM;0;PAPELERA K&A SRL;CONFITERIA;INSUMOS PRODUCCION...;Insumos Producción
66332;NONISEC ADULTO XXG C/GEL X10U;7,79094E+12;LENTERDIT S.A.;PERFUMERIA;FARMACIA;NONISEC
78479;NONISEC ADULTO XXG C/GEL X20U;7,79094E+12;LENTERDIT S.A.;PERFUMERIA;FARMACIA;NONISEC
69140;TOSTADAS BREVISS CLASICA X140G;7,79453E+12;MARCELO CUETO S.A.;ALMACEN;;GENERICO
69139;TOSTADAS BREVISS C/SALVA.X140G;7,79453E+12;MARCELO CUETO S.A.;ALMACEN;;GENERICO
69138;TOSTADAS BREVISS S/SAL X140G;7,79453E+12;MARCELO CUETO S.A.;ALMACEN;;GENERICO
55727;PLATO POSTRE DURAX FORJADO;7,79812E+12;CINCAM-CAROL S.A.C.I.F.A;HOGAR;BAZAR;CAROL
17592;REBOZAD PREF HORNO FIBRA X500G;7,79007E+12;Molinos Rio De la Plata s.a.;PANADERIA;DEPARTAMENTO 8;PREFERIDO
69137;TOSTADAS BREVISS LIGHT X140G;7,79453E+12;MARCELO CUETO S.A.;ALMACEN;;GENERICO
61574;NONISEC AD.ANAT.ULTR.GDE X8U;7,79094E+12;LENTERDIT S.A.;PERFUMERIA;FARMACIA;NONISEC
69136;TOSTADAS BREVISS MULTICE.X120G;7,79453E+12;MARCELO CUETO S.A.;ALMACEN;;GENERICO
61573;NONISEC AD.ANAT.ULTR.EX-G X8U;7,79094E+12;LENTERDIT S.A.;PERFUMERIA;FARMACIA;NONISEC
78481;NONISEC ADULTO ANAT.GDE X16U;7,79094E+12;LENTERDIT S.A.;PERFUMERIA;FARMACIA;NONISEC
56638;CH.SAN FELIPE BRUT NATURE;7,79058E+12;ODA VINOTECA;BEBIDAS;ESPUMANTES;SAN FELIPE
78482;NONISEC ADULTO ANAT.XG X16U;7,79094E+12;LENTERDIT S.A.;PERFUMERIA;FARMACIA;NONISEC
69135;TOSTADAS BREVISS C/SESAM.X140G;7,79453E+12;MARCELO CUETO S.A.;ALMACEN;;GENERICO
57130;PREFE REBOZADOR FIBRA 20X500;7,79007E+12;Molinos Rio De la Plata s.a.;PANADERIA;DEPARTAMENTO 8;PREFERIDO
56993;REBOZADOR PREFERIDO FIBRA X1KG;7,79007E+12;Molinos Rio De la Plata s.a.;PANADERIA;DEPARTAMENTO 8;PREFERIDO
60608;RALLADOR 4 CARAS - ACERO INOXI;7,79228E+12;CINCAM-CAROL S.A.C.I.F.A;HOGAR;BAZAR;CAROL
68480;FILETES DE ANCHOAS AC MARB.X90;7,79275E+12;Marbella s.a.i.c.;ALMACEN;CONSERVAS;Marbella
73448;FILET DE ANCHOA MARBELLA X170G;7,79275E+12;Marbella s.a.i.c.;ALMACEN;CONSERVAS;Marbella
73498;AJO E/POLVO CONDOLIST X700G;7,79015E+12;Cafe La Virginia s.a.;ALMACEN;SAL, PIMIENTA, ESPECIAS;CONDILIST
68481;FILETES DE ANCH.CALAB.MARB.X90;7,79275E+12;Marbella s.a.i.c.;ALMACEN;CONSERVAS;Marbella
58111;GELAT.EXQ.PERA VIT Y ZIN.12X50;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;REPOSTERIA Y POSTRES;EXQUISITA
74932;BIZ.EXQ.COOKIES VAIN C/CH X300;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;REPOSTERIA Y POSTRES;EXQUISITA
24968;BIZ.EXQ.COOKIES CHOC C/CH X300;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;REPOSTERIA Y POSTRES;EXQUISITA
25446;GELAT.EXQ.LIGHT FRU-ROJ.12X25G;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;REPOSTERIA Y POSTRES;EXQUISITA
57870;GELAT.EXQ.FRUT/TROP.LIGH12X25G;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;REPOSTERIA Y POSTRES;EXQUISITA
5039;POSTRE EXQ.VAINILLA X120G;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;REPOSTERIA Y POSTRES;EXQUISITA
28172;BLONDA RECTANG.18X25X100U;0;PAPELERA K&A SRL;CONFITERIA;INSUMOS PRODUCCION...;Insumos Producción
22496;BLONDA BORD.RECTANG.26X32X100U;22496;PAPELERA K&A SRL;CONFITERIA;INSUMOS PRODUCCION...;Insumos Producción
28161;BLONDA RECTANGULAR 31X37X100U;0;PAPELERA K&A SRL;CONFITERIA;INSUMOS PRODUCCION...;Insumos Producción
5380;POSTRE EXQ.CHOCOLATE X120G;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;REPOSTERIA Y POSTRES;EXQUISITA
19796;POSTRE EXQ.DULCE LECHE X120G;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;REPOSTERIA Y POSTRES;EXQUISITA
58417;BLONDA BORDADA RECT.45X55X100U;0;PAPELERA K&A SRL;CONFITERIA;INSUMOS PRODUCCION...;Insumos Producción
58438;EXQ.HEL.FRUT. VIT Y X ZINC;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;REPOSTERIA Y POSTRES;EXQUISITA
15424;POSTRE EXQ.PLAC LIGHT CHOC X65;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;REPOSTERIA Y POSTRES;EXQUISITA
60994;JUEGO 24 PIEZAS EN CAJA VARIOS;7,79228E+12;CINCAM-CAROL S.A.C.I.F.A;HOGAR;BAZAR;CAROL
3516;AJO TRITURADO ALICANTE X50G;7,79015E+12;Cafe La Virginia s.a.;ALMACEN;CALDOS, SOPAS, PURES;ALICANTE
61045;LUCCHETTI PREM PANQUEQUE 250GR;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;HARINAS;LUCCHETTI
3579;AJO LA VIRG.TRITUR.CONDIL.X1KG;7,79015E+12;Cafe La Virginia s.a.;ALMACEN;CALDOS, SOPAS, PURES;CONDILIST
198;ARROZ GALLO CARNAROLI X500G;7,79188E+12;Molinos Rio De la Plata s.a.;ALMACEN;ARROZ - LEGUMBRES;GALLO
227;ARROZ LUCCHETT PARB.EST X1KG;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;ARROZ - LEGUMBRES;LUCCHETTI
202;ARROZ GALLO YAMANI X500G;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;ARROZ - LEGUMBRES;GALLO
190;ARROZ LUCCHETTI L/F ESTUC.X1KG;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;ARROZ - LEGUMBRES;LUCCHETTI
18043;ARROZ MAXIMO PARBOIL X500;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;ARROZ - LEGUMBRES;MAXIMO
62004;OBLEA DE ARROZ GALLO 3X20GR;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;DESAYUNO;GALLO
67338;OBLEA DE ARROZ GALLO 5X20GR;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;GOLOSINAS Y CHOCOLATES;GALLO
271;ARROZ MAXIMO PARBOIL X 1KG;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;ARROZ - LEGUMBRES;MAXIMO
204;ARROZ MAXIMO LARGO FINO X1KG;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;ARROZ - LEGUMBRES;MAXIMO
15184;ARROZ MAXIMO LARGO FINO X500G;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;ARROZ - LEGUMBRES;MAXIMO
26165;ATUN BAHIA DESMEN A/NAT X170;7,79593E+12;Regional Trade s.a.;ALMACEN;CONSERVAS;BAHIA
75659;V/TORO CENTENARIO X1125ML;7,79031E+12;FECOVITA COOP LTDA;BEBIDAS;VINOS TINTOS;Toro
79300;SET 4CUCHILLOS HUDSON Y HOLDER;7,79832E+12;BAZZAR TOTAL S.A;HOGAR;BAZAR;Hudson
77561;ALBAHACA ALICANTE S/TACC X20G;7,79015E+12;Cafe La Virginia s.a.;ALMACEN;CALDOS, SOPAS, PURES;ALICANTE
58145;GELAT.EXQ.FRUT VIT/Z X40G;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;REPOSTERIA Y POSTRES;EXQUISITA
57865;FLAN EXQ.VAINILLA X40G;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;REPOSTERIA Y POSTRES;EXQUISITA
66070;GALLO SNACKS CHOCOBAR X20G;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;GOLOSINAS Y CHOCOLATES;GALLO
23525;MOUSSE EXQ.DDL GRAN X95G;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;REPOSTERIA Y POSTRES;EXQUISITA
67342;GALLO CHOCO BAR 5X20GR;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;GOLOSINAS Y CHOCOLATES;GALLO
79298;"CUCHILLO PAN HUDSON PROFES. 8""";7,79832E+12;BAZZAR TOTAL S.A;HOGAR;BAZAR;Hudson
62005;OBLEA DE ARROZ GALLO X20GR;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;DESAYUNO;GALLO
79299;SET P/PARILLA HUDSON CUCH/TEN;7,79832E+12;BAZZAR TOTAL S.A;HOGAR;BAZAR;Hudson
73376;BIZ. BLANCAFLOR VAIN X480G;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;HARINAS;BLANCAFLOR
73377;BIZ. BLANCAFLOR CHOC X480G;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;HARINAS;BLANCAFLOR
75166;REBOZADOR FAVORITA HIERRO X450;7,79007E+12;Molinos Rio De la Plata s.a.;PANADERIA;DEPARTAMENTO 8;FAVORITA
74413;REBOZADOR FAVORITA X450G;7,79007E+12;Molinos Rio De la Plata s.a.;PANADERIA;DEPARTAMENTO 8;FAVORITA
75165;ARROZ GALLO PREP.QUESO X 240GR;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;ARROZ - LEGUMBRES;GALLO
72831;ARROZ GALLO PREP.SAB.VERDX240;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;ARROZ - LEGUMBRES;GALLO
76494;ARROZ GALLO PREP.MIX SEM.X240;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;ARROZ - LEGUMBRES;GALLO
67340;GALLO CHOCO BAR BCO 3X20GR;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;GOLOSINAS Y CHOCOLATES;GALLO
69541;GELAT.EXQ.PERA.VIT.ZINC X60G;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;2;EXQUISITA
57871;GELAT.EXQ.CEREZA LIG.VIT X25G;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;REPOSTERIA Y POSTRES;EXQUISITA
57864;GELAT.EXQ.DUR.LIG.VIT.ZI X25G;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;REPOSTERIA Y POSTRES;EXQUISITA
19604;FLAN EXQ.DDL X60G;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;REPOSTERIA Y POSTRES;EXQUISITA
25146;POSTRE EXQ. FRUT-CREM X180G;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;REPOSTERIA Y POSTRES;EXQUISITA
60435;POSTRE EXQ.PLAC CHOC. X65G;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;REPOSTERIA Y POSTRES;EXQUISITA
14636;POSTRE EXQ.PLAC LIGHT DDL X60G;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;REPOSTERIA Y POSTRES;EXQUISITA
14635;POSTRE EXQ.PLAC LIGHT VAI X50G;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;REPOSTERIA Y POSTRES;EXQUISITA
58224;EXQ.MOUSSE CH.NOUG.VIT.Z.X115G;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;REPOSTERIA Y POSTRES;EXQUISITA
58225;EXQ.MOUSSE DDL VIT.-ZINC X115G;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;REPOSTERIA Y POSTRES;EXQUISITA
66991;BIZC.GALLO ARROZ QUESO X100G;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;DESAYUNO;GALLO
66766;BIZC.GALLO TORTITA NEG.X50G;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;GOLOSINAS Y CHOCOLATES;GENERICO
19975;ARROZ GALLO RISOTO PRIMAV X240;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;ARROZ - LEGUMBRES;GALLO
74414;REBOZADOR FAVORITA X900G;7,79007E+12;Molinos Rio De la Plata s.a.;PANADERIA;DEPARTAMENTO 8;FAVORITA
69542;ARROZ LUCCHETTI ANCHO 5/0 X1KG;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;ARROZ - LEGUMBRES;LUCCHETTI
68644;MILA.SOJA LUCCHETTI X145G;7,79007E+12;Molinos Rio De la Plata s.a.;CONGELADOS;Carnes Congeladas;LUCCHETTI
69260;ALF.CHOCO CRUNCH DDL 3X20G;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;;GENERICO
69257;ALF.CHOCO CRUNCH DDL X20G;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;;GENERICO
73996;GALLO CHOCO CRUNCH DDL X 20GR;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;GOLOSINAS Y CHOCOLATES;GALLO
19619;ARROZ CONDOR L/F X1KG;7,79006E+12;Molinos Rio De la Plata s.a.;ALMACEN;ARROZ - LEGUMBRES;CONDOR
19645;ARROZ CONDOR L/F X500G;7,79006E+12;Molinos Rio De la Plata s.a.;ALMACEN;ARROZ - LEGUMBRES;CONDOR
69259;ALF.CHOCO CRUNCH BLANCO 3X20G;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;;GENERICO
69258;ALF.CHOCO CRUNCH BLANCO X20G;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;;GENERICO
79294;MOCHILA MATERA HUDSON NEGRO;7,79832E+12;BAZZAR TOTAL S.A;HOGAR;BAZAR;Hudson
79295;MOCHILA MATERA HUDSON VERDE;7,79832E+12;BAZZAR TOTAL S.A;HOGAR;BAZAR;Hudson
68489;ARROZ SUSARELLI L/FINO X1KG;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;ARROZ - LEGUMBRES;GENERICO
68488;ARROZ SUSARELLI L/FINO X500G;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;ARROZ - LEGUMBRES;GENERICO
79297;MATERA CANASTO HUDSON NEGRO;7,79832E+12;BAZZAR TOTAL S.A;HOGAR;BAZAR;Hudson
69825;BIZ.EXQ.ESPECIAL LEMONIES X425;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;;GENERICO
79296;MATERA CANASTO HUDSON VERDE;7,79832E+12;BAZZAR TOTAL S.A;HOGAR;BAZAR;Hudson
24593;EXQ.HELADO CHOCOLATE X55G;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;REPOSTERIA Y POSTRES;EXQUISITA
69254;EXQ.HELADO DDL X52G;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;;GENERICO
353;FIDEO FAVORITA AV/MARIA X500G;7,79006E+12;Molinos Rio De la Plata s.a.;ALMACEN;PASTAS SECAS Y SALSAS;FAVORITA
69436;ARROZ GALLO PARBOIL BOLSA.X1KG;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;;GENERICO
70237;SNACK CHOCONUSS GALLO X3;7,79007E+12;Molinos Rio De la Plata s.a.;SNACK;OTROS SNACKS;GALLO
69977;CHOCOARROZ D/LECHE 3X25G;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;;GENERICO
73997;GALLO CHOCOARROZ DDL X 25GR;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;GOLOSINAS Y CHOCOLATES;GALLO
26166;ATUN BAHIA DESMEN E/ACE X170;7,79593E+12;Regional Trade s.a.;ALMACEN;CONSERVAS;BAHIA
69978;CHOCOARROZ BLANCO 3X25G;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;;GENERICO
70450;CRACKEADAS X120GR.;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;DESAYUNO;GALLO
69976;YOGUBAR X20G;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;DESAYUNO;GALLO
79317;BIZ.EXQ.TORTA ARGENTINA X635G;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;REPOSTERIA Y POSTRES;EXQUISITA
70293;LUCC PREM CHIPA FUGAZZET.X250G;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;;GENERICO
70616;GEL REG FRUTI.HIBRIDIZADA X60;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;;GENERICO
70615;GEL REG CEZA.HIBRIDIZADA X60;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;;GENERICO
70612;GEL REG NJA.HIBRIDIZADA X60;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;;GENERICO
76637;GALLO SNACKS YOGUBAR X6U X120G;7,79007E+12;Molinos Rio De la Plata s.a.;SNACK;OTROS SNACKS;GALLO
67341;GALLO SNACK LEMON BAR X 20GR;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;GOLOSINAS Y CHOCOLATES;GALLO
69975;ALF.CHOCOARROZ FRUTILL.6X22 GR;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;DESAYUNO;GALLO
60828;ALF.CHOCOARROZ FRUTILLA X 22GR;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;GOLOSINAS Y CHOCOLATES;CHOCOARROZ
1708;COPOS SKARCHITOS C/MIEL X240;7,79005E+12;ALIMENTIS S. A. S.;ALMACEN;DESAYUNO;SKRACHITO
72776;COPOS SKARCHITOS LIGHT X3,400K;7,79005E+12;PAWLUK & CIA.;ALMACEN;DESAYUNO;SKRACHITO
1788;BALONCITOS CHOC.GRANIX X150G;7,79005E+12;ALIMENTIS S. A. S.;ALMACEN;DESAYUNO;GRANIX
74767;GALLO SNACKS GALL PIZZA X50G.;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;LIBRE DE GLUTEN;GALLO
73007;GALLO SNACKS GALL PIZZA X100G.;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;LIBRE DE GLUTEN;GALLO
74515;GALLO SNACKS  PIZZA X 150 GR.;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;LIBRE DE GLUTEN;GALLO
74765;GALLO SNACKS CHIPS JAMON X50G;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;LIBRE DE GLUTEN;GALLO
74764;GALLO SNACKS CHIPS JAMON X100G;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;LIBRE DE GLUTEN;GALLO
74766;GALLO SNACKS CHIPS JAMON X150G;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;LIBRE DE GLUTEN;GALLO
73008;GALLO SNACKS  QUESO X 100 GR.;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;LIBRE DE GLUTEN;GALLO
74417;GALLO SNACKS  QUESO X 150 GR.;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;LIBRE DE GLUTEN;GALLO
76692;GALLO SNACKS GALLET.CHOCO X100;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;DESAYUNO;GALLO
76661;GALLO SNACKS GALLE.LIMON X100G;7,79007E+12;Molinos Rio De la Plata s.a.;SNACK;OTROS SNACKS;GALLO
51055;BIZ.FAV.VAINILLA FORTIF X450G;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;HARINAS;FAVORITA
74763;BIZ.FAVORITA CHOCOLATE  X450G;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;REPOSTERIA Y POSTRES;FAVORITA
70240;BIZ.EXQ.EN TAZA VAI.C/CHIP X60;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;REPOSTERIA Y POSTRES;EXQUISITA
70239;BIZ.EXQ.EN TAZA CHOCOLATE X55G;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;REPOSTERIA Y POSTRES;EXQUISITA
74762;BIZ.FAVORITA VAINILLA X450G;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;REPOSTERIA Y POSTRES;FAVORITA
74768;GALLO SNACKS GALL QUESO X50G.;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;LIBRE DE GLUTEN;GALLO
75826;GALLO OBLEA ARROZ  6X20 GR;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;LIBRE DE GLUTEN;GALLO
66898;BASTONCITOS DE MUZZARELLA X1KG;7,79791E+12;MIMEN S.R.L.;CONGELADOS;FRIOS Y CONGELADOS;GENERICO
4133;GALL.SNAKS CREM Y CEB X100GRS;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;DESAYUNO;GALLO
63122;BALONCITOS CHOC.GRANIX X400G;7,79005E+12;ALIMENTIS S. A. S.;ALMACEN;DESAYUNO;GRANIX
14296;BIZ.EXQ.TORTA CHIP CHOC X500;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;REPOSTERIA Y POSTRES;EXQUISITA
60433;POSTRE EXQ.CHOC VIT ZI.X80G;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;REPOSTERIA Y POSTRES;EXQUISITA
60442;POSTRE EXQ.VAIN VIT ZI.X80G;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;REPOSTERIA Y POSTRES;EXQUISITA
60434;POSTRE EXQ.DDL VIT ZI.X80G;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;REPOSTERIA Y POSTRES;EXQUISITA
76491;POLVO CHOCOL.EXQUISITA X 800GR;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;ARROZ - LEGUMBRES;EXQUISITA
70041;CIRUELA D´AGEN S/C T/BOMBON XK;0;Villares S.A.C.;FRUTAS Y VERDURAS;LEGUMBRES, GRANOS, SEMILLAS;EL PEONCITO
76453;ALF.CHOCOARROZ DCE LECHE X22G;7,79007E+12;Molinos Rio De la Plata s.a.;ESPECIALES;CELIACOS;GALLO
50968;ALF.CHOCOARROZ DDL 22G;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;GOLOSINAS Y CHOCOLATES;CHOCOARROZ
60883;ALF.CHOCOARROZ LIMON X 22G;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;GOLOSINAS Y CHOCOLATES;CHOCOARROZ
75440;GALLO CHOCOARROZ LIMON 6X22GR;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;GOLOSINAS Y CHOCOLATES;GALLO
76455;ALF.CHOCOARROZ CHOC.BCO.X22G;7,79007E+12;Molinos Rio De la Plata s.a.;ESPECIALES;CELIACOS;GALLO
51841;ALF.CHOCOARROZ BLANCO 22GR;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;GOLOSINAS Y CHOCOLATES;CHOCOARROZ
60829;CHOCOARROZ MARROC ESTUCHE 22G;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;GOLOSINAS Y CHOCOLATES;CHOCOARROZ
55536;ALF.CHOCOARROZ MARROC 6X22GR;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;GOLOSINAS Y CHOCOLATES;GALLO
73187;CRACKEADAS GALLO X100 GR.;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;LIBRE DE GLUTEN;GALLO
62385;BIZC.GALLO DE ARROZ DCE X50G;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;DESAYUNO;GALLO
59257;BIZC.GALLO DE ARROZ DCE X100;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;DESAYUNO;GALLO
77493;BIZC.GALLO TORTITA NEG.X50G;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;DESAYUNO;GALLO
64906;BIZC.GALLO TORTITA NEG.X100G;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;DESAYUNO;GALLO
62386;BIZC.GALLO DE ARROZ SAL.X50G;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;DESAYUNO;GALLO
59258;BIZC.GALLO DE ARROZ SALAD.X100;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;DESAYUNO;GALLO
26491;PASA UVA NGA.JUMBO NORMAL X KG;;Villares S.A.C.;FRUTAS Y VERDURAS;HORTALIZAS;PEONCITO
58441;EXQ.HELADO DCE.LECHE X 52GR.;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;REPOSTERIA Y POSTRES;EXQUISITA
25142;EXQ.HELADO VAINILLA X52G;7,79007E+12;Molinos Rio De la Plata s.a.;ALMACEN;REPOSTERIA Y POSTRES;EXQUISITA
77798;PASAS UVA RUBIA NORMAL JUMB XK;;Villares S.A.C.;FRUTAS Y VERDURAS;FRUTAS SUELTAS;EL PEONCITO
3478;ANIS ALICANTE E/GRANO X25G;7,79015E+12;Cafe La Virginia s.a.;ALMACEN;CALDOS, SOPAS, PURES;ALICANTE
26062;LIQ.LIMP.GIGANTE ENER-RAD 3X5L;7,79083E+12;Jose Guma s.a.;LIMPIEZA;PISOS;GIGANTE
26063;LIQ.LIMP.GIGANTE RELAX 3X5L;7,79083E+12;Jose Guma s.a.;LIMPIEZA;PISOS;GIGANTE
20873;ASADERA TEGO ANTIADERE.P/HORNO;7,79751E+12;RAYABO S.A.;HOGAR;BAZAR;GENERICO
6552;PIZZERA ANTIADHERENTE TEGO;7,79751E+12;RAYABO S.A.;HOGAR;BAZAR;GENERICO
6538;SARTEN ANTIADHERENTE TEGO 14CM;7,79751E+12;RAYABO S.A.;HOGAR;BAZAR;GENERICO
24940;ARROZ C/MORRON LA VIRG.X220G;7,79015E+12;Cafe La Virginia s.a.;ALMACEN;CALDOS, SOPAS, PURES;LA VIRGINIA
77534;CIR.DESECADA EN CUBOS XKG;0;Villares S.A.C.;SNACK;FRUTAS SECAS Y DISECADAS;EL PEONCITO
