codigo de articulo ;codigo de barras ;Nombre de producto;Departamento;Categoria
22628;7792860000735;CARAM.LHERIT MASTICABLE X450G;ALMACEN;GOLOSINAS Y CHOCOLATES
78511;7798180830298;NUTRIBON XQ RAZA PEQUEÑA X8K;ALMACEN;MASCOTAS
6743;7793450000906;TALITAS HOJALMAR QUESO X100G;ALMACEN;DESAYUNO
6744;7793450000890;TALITAS HOJALMAR JAMON  X100G;ALMACEN;DESAYUNO
2091;7790411000074;Y/M ROSAMONTE X2KG;ALMACEN;DESAYUNO
29016;7793450000883;TALITAS HOJALMAR CLASICA X120G;ALMACEN;DESAYUNO
50263;7791273000516;ANANA NOGAL E/ALMIBAR X3025K;ALMACEN;CONSERVAS
68680;7791118000749;MALTA MALTIFE FORTIF.X170G;ALMACEN;DESAYUNO
15432;7791273000707;ANANA NOGAL E/RODAJAS X565G;ALMACEN;CONSERVAS
33078;7798110120079;ACEITE OLIVA MI FINCA X500ML;ALMACEN;ACEITES Y VINAGRES
18315;7791273001094;ANANA NOGAL E/TROZOS X565G;ALMACEN;CONSERVAS
17378;7791273001421;DURAZNO NOGAL B-CALORIAS X820G;ALMACEN;CONSERVAS
28777;0;CACAO AMARGO X1KG;ALMACEN;DESAYUNO
15922;7798079932829;FECULA MAIZ CATINI X500G;ALMACEN;HARINAS
15257;7791273000509;DURAZNO NOGAL AMARILLO X820G;ALMACEN;CONSERVAS
3866;7798079932973;HARINILLA MAIZ  CATINI X1K;ALMACEN;HARINAS
52557;7798075820083;CASSIS FRUTAS DEL SUR X700G;ALMACEN;CONSERVAS
3858;7798079932072;HARINA MAIZ COLO.CATINI X1K;ALMACEN;HARINAS
172;7792710001646;ARROZ DEL AMIGO P/PERROS X5KG;ALMACEN;ARROZ - LEGUMBRES
76106;7798372750021;DULCE LECHE JUMIAL CLAS.X 400G;ALMACEN;DESAYUNO Y MERIENDA
51057;51057;HARINA 3/0 EXTRA BOERO X 25 K;ALMACEN;HARINAS
73037;7791118012551;MALTA EL POCILLO NIÑOS X100G;ALMACEN;DESAYUNO
27192;7798073173990;SABROSITOS GATO PESCADO X20K;ALMACEN;MASCOTAS
31110;7790573000219;TE MATE ROJO E/SAQ 20X25U;ALMACEN;DESAYUNO
26446;7791273001384;DURAZNO NOGAL E/CUBOS X820G;ALMACEN;CONSERVAS
32929;7791273001377;COCTEL 5 FRUTAS NOGAL X820G;ALMACEN;CONSERVAS
76107;;DCE.LECHE REP.JUMIA CART.X500G;ALMACEN;DESAYUNO Y MERIENDA
1286;7794820000885;DULCE LECHE MILKAUT X1KG;ALMACEN;DESAYUNO
76109;7798372750076;DCE.LECHE REP.JUMIA CART.X 1KG;ALMACEN;DESAYUNO Y MERIENDA
14517;7791273001254;PERAS NOGAL EN MITADES X820G;ALMACEN;CONSERVAS
76108;7798372750038;DULCE LECHE JUMIAL CART.X 1KG;ALMACEN;DESAYUNO Y MERIENDA
14505;7791273001148;PALMITO NOGAL E/RODAJAS X800;ALMACEN;CONSERVAS
55066;7790088000094;EXTRACTO DOBLE ALCO 40X145G;ALMACEN;CONSERVAS
5728;7791273001247;PALMITO NOGAL ENT.A/NAT X800G;ALMACEN;CONSERVAS
67122;7798122380713;PREMEZ.NANI BIZC.VAIN X300GR;ALMACEN;DESAYUNO
5985;7791273000776;PALMITO NOGAL ENT A/NAT X400;ALMACEN;CONSERVAS
67120;7798122380720;PREMEZ.NANI BIZC.CHOC.X300GR;ALMACEN;DESAYUNO
2136;7792280000087;Y/M CACHAMA.SILUET PLUS X500G;ALMACEN;DESAYUNO
67121;7798122380737;PREMEZ.NANI BIZC.LIMON X300GR;ALMACEN;DESAYUNO
7540;7798073173914;SABROSITOS GATO MIX X10KG;ALMACEN;MASCOTAS
2217;7792280000551;TE CACHAMAI  NEGRO SAQ.X20U;ALMACEN;DESAYUNO
67123;7798122380744;PREMEZ.NANI BIZC.NARANJA 300G;ALMACEN;DESAYUNO
53747;7791273000745;PUNTAS DE PALMITOS NOGAL X800G;ALMACEN;CONSERVAS
5659;7791273000769;PUNTAS PALMITO NOGAL  X800G;ALMACEN;CONSERVAS
2109;7792280000469;Y/M CACHAMATE AMARILLO X500G;ALMACEN;DESAYUNO
76664;76664;HARIN 3/0 EXT BOERO PREM X25KG;ALMACEN;HARINAS
57905;7791273001131;PALMITO NOGAL E/RODAJA X400G;ALMACEN;CONSERVAS
2135;7792280001466;Y/M CACHAMATE ROSA X500G;ALMACEN;DESAYUNO
74115;7794870000132;ACEITE SIGLO DE ORO MEZ.X5L;ALMACEN;ACEITES Y VINAGRES
1837;7794870000330;ACEITE SIGLO DE ORO MEZCLA 900;ALMACEN;ACEITES Y VINAGRES
74474;7798316700686;ACEITE VALDEREY MEZCLA X900ML;ALMACEN;ACEITES Y VINAGRES
75939;606110042482;ALF.PAMPEANO MAIZEN X60 GRAMOS;ALMACEN;GOLOSINAS Y CHOCOLATES
70645;7798308960074;AJIES DCE E/VINAG.DLT.X330;ALMACEN;
74874;77922106;ALF.MAICENA CACHAFAZ X1U;ALMACEN;GOLOSINAS Y CHOCOLATES
75792;7798245270083;ALF.PAMPEANO NEGRO X60 GRAMOS;ALMACEN;GOLOSINAS Y CHOCOLATES
33419;7790726000141;GALL.DULCYPAS COOKIE CHOC X150;ALMACEN;DESAYUNO
76813;7798401690113;GRANOLA FRUT SECOS EQ X160GRS;ALMACEN;DESAYUNO
70646;7798308960616;AJIES DCE E/VIN.DLT.X600;ALMACEN;
75793;7798245270090;ALF.PAMPEANO BLANCO X60GR;ALMACEN;GOLOSINAS Y CHOCOLATES
3972;77990327;CONITO CHOC.NEGRO CACHAFAZ X1U;ALMACEN;GOLOSINAS Y CHOCOLATES
73110;7790726120115;GALL.DULCYPAS PEPAS X180G;ALMACEN;DESAYUNO
76781;7790957001023;GALL.JORGITO DCE LIMON X120G;ALMACEN;DESAYUNO
76814;7798401690120;GRANOLA FRUT SECOS FZ X160GRS;ALMACEN;DESAYUNO
78523;77998378;CONITO CHOC.BLANC.CACHAFAZ X1U;ALMACEN;GOLOSINAS Y CHOCOLATES
30223;0;DULCE BATAT.C/CEREZ.DULCOR XKG;ALMACEN;REPOSTERIA Y POSTRES
30078;7793046001034;DULCE BAT-VAIN.DULCOR X5KG;ALMACEN;REPOSTERIA Y POSTRES
4657;7791696008724;PAN DULCE DEUBEL C/CHOC.X400G;ALMACEN;REPOSTERIA Y POSTRES
73827;7793704000119;Y/M YEMAIPE X 1 KILO;ALMACEN;DESAYUNO
74875;;ALF.MOUSS CACHAF.FLOWPACK X1;ALMACEN;GOLOSINAS Y CHOCOLATES
76816;7798401690021;BARRA FRUT SECOS BIENEST X35GR;ALMACEN;DESAYUNO
24053;0;FILET ANCHOA MARECHIARE X1KG;ALMACEN;CONSERVAS
30241;7798112402524;PALMERITAS MAITEN X180G;ALMACEN;DESAYUNO
33042;7791696000117;PAN DULCE DEUBEL C/CHOC 8X600G;ALMACEN;REPOSTERIA Y POSTRES
73826;7793704000126;Y/M YEMAIPE X 500G;ALMACEN;DESAYUNO
76815;7798401690038;BARRA FRUT SECOS ARMONIA X35GR;ALMACEN;DESAYUNO
52757;7790726000172;GALL.DULCYPAS PEPAS X320G;ALMACEN;DESAYUNO
52883;7791696001008;PAN DULCE DON ENRIQUE X800G;ALMACEN;REPOSTERIA Y POSTRES
3922;7798020280276;POROTO NEGRO PERLAS X1KG;ALMACEN;ARROZ - LEGUMBRES
68026;7798056950105;Y/M YOLAVI P/TERERE X500;ALMACEN;
70647;7798308960104;ANTIPASTO VEGETAL DLT.X300;ALMACEN;
76817;7798401690014;BARRA FRUT SECOS ENERG V X35GR;ALMACEN;DESAYUNO
57277;7798039960053;ARROZ LARGO/F STORTI 5/0 1KG;ALMACEN;ARROZ - LEGUMBRES
23893;7798050870485;DULCE LECHE ARRODUL REP.X400G;ALMACEN;DESAYUNO
33043;7791696001503;PAN DULCE DEUBEL C/FRUT 8X480G;ALMACEN;REPOSTERIA Y POSTRES
57276;7798039960060;ARROZ LARGO/F STORTI 4/0 1KG;ALMACEN;ARROZ - LEGUMBRES
65693;7791273001308;ATUN LOMITO NOGAL E/ACEIT X170;ALMACEN;CONSERVAS
70648;7798308960128;BERENJENA ESCABECHE DLT.X300;ALMACEN;
25396;7792860001084;MANI LHERIT BAÑADO C/CHOC X100;ALMACEN;GOLOSINAS Y CHOCOLATES
33044;7791696000056;PAN DULCE DEUBEL ALMEND 8X700G;ALMACEN;REPOSTERIA Y POSTRES
74878;7798128000257;ALF.MOUSSE CACHAFAZ X6UNI;ALMACEN;GOLOSINAS Y CHOCOLATES
63423;7791263001318;ATUN LOMITO NOGAL NATURAL X170;ALMACEN;CONSERVAS
70722;7798308961248;BERENJENA ESCABEC.N/M.DLT.X600;ALMACEN;
3867;7798079932874;HARINA MAIZ COL.PERLAS X1KG;ALMACEN;HARINAS
56932;7794244001369;ACEITU.SEV.R.RELL C/MORR X200;ALMACEN;CONSERVAS
74879;7798128000165;ALF.MAICENA CACHAFAZ X 6;ALMACEN;GOLOSINAS Y CHOCOLATES
5835;7791273000561;ATUN NOGAL TROZO A/NATU X170G;ALMACEN;CONSERVAS
70649;7798308960135;BERENJENA ESCABECHE DLT.X800;ALMACEN;
15625;7794612002752;CARAM.ALKA LIMON MENT 800G;ALMACEN;GOLOSINAS Y CHOCOLATES
25881;7790726000042;GALL.DULCYPAS COCO X350G;ALMACEN;DESAYUNO
33926;8410042122011;ATUN PAY-PAY CLARO E/ACE X111G;ALMACEN;CONSERVAS
70650;;BERENJENA ESCABECHE DLT.X3KG;ALMACEN;
33094;7791775000823;CLAVO DE OLOR CHEVALIER X15G;ALMACEN;CALDOS, SOPAS, PURES
24281;7793589010012;FLAN VAINILLA DAUBY X120G;ALMACEN;REPOSTERIA Y POSTRES
5836;7791273000554;ATUN NOGAL DESMEN.E/ACE X170G;ALMACEN;CONSERVAS
70651;7798308960593;CHIMICHURRI DLT.X250;ALMACEN;
53299;7798079932997;FARIÑA MANDIOCA CATINI X500KG;ALMACEN;HARINAS
5329;7793589110309;FLAN VAINILLA DAUBY X240G;ALMACEN;REPOSTERIA Y POSTRES
3954;7792860001121;MANI LHERITIER C/CHO CONF.X100;ALMACEN;GOLOSINAS Y CHOCOLATES
3413;3413;MAYONESA DANICA  192 X 8 CC;ALMACEN;ACEITES Y VINAGRES
33045;7791696008168;PAN DULCE DEUBEL S/FRUT 8X500G;ALMACEN;REPOSTERIA Y POSTRES
5670;7791273000677;ATUN NOGAL DESMEN A/NAT X170;ALMACEN;CONSERVAS
20048;645554001136;BUDIN LA CUMBRE NARANJA X200G;ALMACEN;REPOSTERIA Y POSTRES
14860;7791620001135;MAY.DANICA ORIGINAL X220G;ALMACEN;ACEITES Y VINAGRES
74873;;ALF.CHOCOL.NEGRO CACHAFAZ X1U;ALMACEN;GOLOSINAS Y CHOCOLATES
50259;7791273001216;ATUN NOGAL E/TROZO NAT X1880;ALMACEN;CONSERVAS
4216;645554001143;BUDIN LA CUMBRE VAI/CHIPS X200;ALMACEN;REPOSTERIA Y POSTRES
71753;7798308960982;SALSA DE CEBOLLA DLT.X250G;ALMACEN;
74876;;ALF.CHOC.BLANCO CACHAFAZ  X1;ALMACEN;GOLOSINAS Y CHOCOLATES
5790;7791273000462;ATUN NOGAL TROZO E/ACE X170G;ALMACEN;CONSERVAS
70652;7798308960968;COLIFLOR EN/V DLT.X330;ALMACEN;
78525;7798128001896;CONITO CHOC.NGO.CACHAFAZ X6U;ALMACEN;GOLOSINAS Y CHOCOLATES
79355;7798050870492;CREMA CHANT.LATIER E/PVO X200G;ALMACEN;REPOSTERIA Y POSTRES
78524;77988128001896;CONITO CHOC.BLANC.CACHAFAZ X6U;ALMACEN;GOLOSINAS Y CHOCOLATES
70653;7798308960159;CZON ALCAU.NAT.DLT.X330;ALMACEN;
19603;19603;FLAN DAUBY VAINILLA X5KG;ALMACEN;REPOSTERIA Y POSTRES
3609;7792900009186;SAL 2ANCLAS LIGHT SALE X100G;ALMACEN;SAL, PIMIENTA, ESPECIAS
74881;7798128000509;ALF.MIXTO CACHAFAZ X1;ALMACEN;GOLOSINAS Y CHOCOLATES
50266;7791273001391;ATUN NOGAL DESME E/ACE 6X1880K;ALMACEN;CONSERVAS
25952;7793360011801;MERM.LA CAMPAG PERA-MARAC X390;ALMACEN;DESAYUNO
74880;7798128000479;ALF.CHOCOL.NEGRO CACHAFAZ X6;ALMACEN;GOLOSINAS Y CHOCOLATES
70654;7798308960142;CZON ALAUCILES OLIVA DLT.X330;ALMACEN;
3533;7792900000145;SAL 2ANCLAS PARR E-FINA EST X1;ALMACEN;SAL, PIMIENTA, ESPECIAS
74877;7798128000493;ALF.CHOC.BLANCO CACHAFAZ X6UNI;ALMACEN;GOLOSINAS Y CHOCOLATES
76818;7798401690076;BARRA QUINUA Y CHOCOLATE X20GR;ALMACEN;DESAYUNO
20276;7794612001656;CARAM.ALKA LIMON 200GR;ALMACEN;GOLOSINAS Y CHOCOLATES
21285;7791273000530;FILET ANCHOA NOGAL E/ACE X56G;ALMACEN;CONSERVAS
57803;7790726000493;GALL.GLASEADAS DULCYPAS X350G;ALMACEN;DESAYUNO
3622;7792900092683;SAL 2ANCLAS PARR EST. E-F X500;ALMACEN;SAL, PIMIENTA, ESPECIAS
33923;8410042118007;ATUN PAY-PAY BCO A/OLIVA X111G;ALMACEN;CONSERVAS
76819;7798401690083;BARRA QUINUA Y CHOC BCO X20GR;ALMACEN;DESAYUNO
15623;7794612002479;CARAM.ALKA MENTOL X 800;ALMACEN;GOLOSINAS Y CHOCOLATES
63339;7793589010043;FLAN DAUBY CHOCOLATE X120G;ALMACEN;REPOSTERIA Y POSTRES
52880;7792860001220;GARRAPIÑADA LHERIT ALMEN X100G;ALMACEN;GOLOSINAS Y CHOCOLATES
3534;7792900000138;SAL 2ANCLAS FINA EST.X500;ALMACEN;SAL, PIMIENTA, ESPECIAS
17761;7793360012303;MERM.LA CAMPAG POM/KIW BC X390;ALMACEN;DESAYUNO
72490;7793046001249;DULCE BATATA DULCOR S/AZ.X430G;ALMACEN;DESAYUNO
70655;7798308960203;HORTALIZAS ASADA E/AC.DLT.X300;ALMACEN;CONSERVAS
17762;7793360012402;MERM.LA CAMPAG MZNA V BC X390;ALMACEN;DESAYUNO
3532;7792900000121;SAL 2ANCLAS GRUESA EST X1KG;ALMACEN;SAL, PIMIENTA, ESPECIAS
23328;7793551000058;"ACEITU.MARVA.VERDE ""0"" 2X3KG";ALMACEN;CONSERVAS
30992;7793046001256;DULCE BAT-DULCOR LIGHT X430;ALMACEN;DESAYUNO
17763;7793360012501;MERM.LA CAMPAG FRU-MOR BC X390;ALMACEN;DESAYUNO
3631;7792900092676;SAL 2ANCLAS GRUESA EST X500;ALMACEN;SAL, PIMIENTA, ESPECIAS
15146;7794612002776;CARAM.ALKA MIEL 800G;ALMACEN;GOLOSINAS Y CHOCOLATES
17690;7790062000126;EXTRACTO D-TOMATE OTITO 30X150;ALMACEN;CONSERVAS
19605;19605;FLAN DAUBY CHOCOLATE X5KG;ALMACEN;REPOSTERIA Y POSTRES
70656;7798308960197;PASTA ACEIT.NGRA AHUM.DLT.X300;ALMACEN;
3613;7792900000046;SAL 2ANCLAS FINA+ESP SALE X200;ALMACEN;SAL, PIMIENTA, ESPECIAS
70657;7798308960029;PASTA DE ACEIT.VERDE DLT.X300G;ALMACEN;
3586;7792900634135;SAL 2ANCLAS FINA SALER.COC.500;ALMACEN;SAL, PIMIENTA, ESPECIAS
5788;7791273000660;FILET ANCHOA NOGAL X90G;ALMACEN;CONSERVAS
70658;7798308960067;PASTA DE ACEI/V.AJI/P.DLT.X300;ALMACEN;
69549;7791078000704;GRANOCROC GRANOLA C/CHO.X300G;ALMACEN;DESAYUNO
70659;7798308960012;PASTA DE ACEI/V.C/AJO.DLT.X300;ALMACEN;
51790;7792900009025;PIMIENTA 2ANCLAS BCA.MOLI.X25G;ALMACEN;CALDOS, SOPAS, PURES
33921;8410042188550;SARDINA PAY-PAY E/TOMATE X120G;ALMACEN;CONSERVAS
69550;7791078000506;GRANOCROC GRANOLA LIGHT X300G;ALMACEN;DESAYUNO
78329;77926852;MINI ALF.CHOCOL CACHAFAZ X1U;ALMACEN;GOLOSINAS Y CHOCOLATES
70660;7798308960043;PASTA DE ACEI/V.C/BJE.DLT.X300;ALMACEN;
20275;7794612002868;CARAM.ALKA MIEL 200GR;ALMACEN;GOLOSINAS Y CHOCOLATES
61267;7793589010036;FLAN DAUBY DULCE LECHE X120G;ALMACEN;REPOSTERIA Y POSTRES
69551;7791078000667;GRANOCROC GRANOLA FRUTO/S.X300;ALMACEN;DESAYUNO
70661;7798308960050;PASTA DE ACEI/V.C/CEB.DLT.X300;ALMACEN;
69552;7791078000872;CER.ESTRELLIAS CRUSTY S.X65G;ALMACEN;DESAYUNO
20035;7795662000132;MERM.GJA SUIZA MANDARINA X450G;ALMACEN;DESAYUNO
70662;7798308960036;PASTA DE ACEI/V.C/MRR.DLT.X300;ALMACEN;
25917;7794244000133;ACEITU.SEV.REAL VDE Nº0 X200;ALMACEN;CONSERVAS
16651;7794612002851;CARAM.ALKA STRONG X 200G;ALMACEN;GOLOSINAS Y CHOCOLATES
18711;7792860001336;PELADILLAS ALMEND LHERIT X100G;ALMACEN;GOLOSINAS Y CHOCOLATES
70663;7798308960173;PEPINO AGR/DCE DLT.X330;ALMACEN;
25824;7793360013409;MERM.LA CAMPAG MANGO-MZNA X390;ALMACEN;DESAYUNO
70664;;PEPINO AGR/DCE DLT.X800;ALMACEN;
78527;7798128002459;MINI ALF.CHOCOL CACHAFAZ X6U;ALMACEN;GOLOSINAS Y CHOCOLATES
70665;7798308960180;PEPINO AGR/DCE DLT.X3KG;ALMACEN;
31831;31831;FLAN DAUBY DULCE LECHE X5KG;ALMACEN;REPOSTERIA Y POSTRES
70667;7798308960272;PESTO DE ALCAUCIL DLT X230G;ALMACEN;
51791;7792900009162;PIMIENTA 2ANCLAS NGA.MOLI.X25G;ALMACEN;CALDOS, SOPAS, PURES
68768;7798056950136;TE NEGRO YOLAVI X25U;ALMACEN;DESAYUNO
70668;7798308960524;PESTO DE PIMIENTO DLT X230G;ALMACEN;
51776;7792900009223;ADOBO P/PIZZA 2ANCLAS X25G;ALMACEN;CALDOS, SOPAS, PURES
71754;7798308960937;SALSA HUANCAINA DLT.X230G;ALMACEN;
57017;7792900092829;MEZCLA ESPECIAS 2ANCLAS X25G;ALMACEN;CALDOS, SOPAS, PURES
70669;7798308960302;PICKLES MIX E/VIN.DLT X330G;ALMACEN;
51046;7794244000140;ACEITU.SEV.REAL VDE N00 X200;ALMACEN;CONSERVAS
23371;7793594951317;LENTEJA INDELMA X400G;ALMACEN;ARROZ - LEGUMBRES
69553;7791078000568;MANITECA CROCANTE POTE X510;ALMACEN;REPOSTERIA Y POSTRES
70670;7798308960319;PICKLES MIX E/VIN.DLT X650G;ALMACEN;
3451;7792900006710;SAL RESERO ENTREFINA X1KG;ALMACEN;SAL, PIMIENTA, ESPECIAS
23372;7793594951324;ARVEJA INDELMA PARTIDA X400G;ALMACEN;ARROZ - LEGUMBRES
66573;7793046001119;DULCE BAT-VAIN.DULCOR 12X500;ALMACEN;CONSERVAS
3406;7791620001418;MAY.DANICA EQUILIBRIO X250G;ALMACEN;ACEITES Y VINAGRES
3535;7792900006703;SAL RESERO FINA X500;ALMACEN;SAL, PIMIENTA, ESPECIAS
23373;7793594951331;MAIZ PISINGALLO INDELMA 400GR;ALMACEN;ARROZ - LEGUMBRES
69554;7791078000520;MANITECA CREMOSA POTE X510;ALMACEN;REPOSTERIA Y POSTRES
3536;7792900006727;SAL RESERO GRUESA X1KG;ALMACEN;SAL, PIMIENTA, ESPECIAS
2056;7790411000142;TE ROSAMONTE SAQ.X25U;ALMACEN;DESAYUNO
2241;7790387711820;TE TARAGUI MANZAN.X20SAQ;ALMACEN;DESAYUNO
19296;7791019171890;ARITOS 3 ARROYOS FRUTAD X160;ALMACEN;DESAYUNO
51786;7792900009322;NUEZ MOSCA MOLI.2ANCLAS X25G;ALMACEN;CALDOS, SOPAS, PURES
23374;7793594951348;POROTO INDELMA ALUBIA X400G;ALMACEN;ARROZ - LEGUMBRES
2161;7790387001433;TE TARAGUI SILVESTRE TILO X20S;ALMACEN;DESAYUNO
70671;7798308960227;PIMIENTO MORRONES DLT X300G;ALMACEN;
33205;7793594000046;POROTO NEGRO INDELMA X400G;ALMACEN;ARROZ - LEGUMBRES
2165;7790387712018;TE TARAGUI MEZ-SILVESTRE X20U;ALMACEN;DESAYUNO
51254;7793551001918;"ACEITU.MARVA.VERDE ""1"" 2X3KG";ALMACEN;CONSERVAS
55089;7790580261672;BUTTER TOFFES CHOKKO MINT 150G;ALMACEN;GOLOSINAS Y CHOCOLATES
64745;7791812000038;FIDEO PASTA PIU FUSILI X 500;ALMACEN;PASTAS SECAS Y SALSAS
70672;7798308960234;PIMIENTO MORRONES DLT X600G;ALMACEN;
64747;7791812000045;FIDEO PASTA PIU PENNE RIG.X500;ALMACEN;PASTAS SECAS Y SALSAS
59703;7790387001464;TE TARAGUI ENSUEÑOS X20 SOBR.;ALMACEN;DESAYUNO
66752;7792900093284;AJI MOLIDO 2 ANCLAS X25G;ALMACEN;CALDOS, SOPAS, PURES
70675;7798308960661;POROTOS PALLARES ESCA.DLT X300;ALMACEN;
74703;7792860001480;TURRON MANI C/ALME.LHERI X100G;ALMACEN;GOLOSINAS Y CHOCOLATES
13388;7795662000149;MERM.GJA SUIZA ROSELLA X450G;ALMACEN;DESAYUNO
51794;7792900092836;SALSA BLANCA 2ANCLAS X40G;ALMACEN;ACEITES Y VINAGRES
68784;7798056950150;TE VERDE YOLAVI X25U;ALMACEN;DESAYUNO
65097;7798089020738;ARROZ PERLAS 4/0 X2KG;ALMACEN;ARROZ - LEGUMBRES
15530;7791620001517;MAY.DANICA EQUILIBRIO X220G;ALMACEN;ACEITES Y VINAGRES
70666;0;PESTO DE ALBAHACA DLT X230G;ALMACEN;
51781;7792900092805;BICARBONATO 2ANCLAS X25G;ALMACEN;CALDOS, SOPAS, PURES
3353;7791620001524;MAY.DANICA LIGHT X1KG;ALMACEN;ACEITES Y VINAGRES
71755;7798308961194;SALSA BARBACOA DLT.X250G;ALMACEN;
55872;7792900092904;AZUCAR 2ANCLAS NEGRA 300G;ALMACEN;DESAYUNO
6703;7790387000306;TE TARAGUI TILO 6X10SAQ;ALMACEN;DESAYUNO
28756;7793551001666;"ACEITU.MARVA.VERDE""1""SCH 5X1,7";ALMACEN;CONSERVAS
19869;7792900092911;ESENCIA VAINILA 2ANCLAS X100G;ALMACEN;REPOSTERIA Y POSTRES
70673;7798308961279;PIMIENTO MORRONES DLT X3KG;ALMACEN;
28357;7790387000283;TE TARAGUI MANZANILLA X10U;ALMACEN;DESAYUNO
28346;7790387000290;TE TARAGUI BOLDO X10SOBRES;ALMACEN;DESAYUNO
3681;7792900093024;VINAGRE 2ANCLAS ALCOHOL X500ML;ALMACEN;ACEITES Y VINAGRES
27633;7794244000157;ACEITU.SEV.REAL VDE Nº000 X200;ALMACEN;CONSERVAS
15929;7790387712056;TE TARAGUI MEZCLA DIGEST X10S;ALMACEN;DESAYUNO
3683;7792900092980;VINAGRE 2ANCLAS VINO X500;ALMACEN;ACEITES Y VINAGRES
71756;7798308961552;SALSA MOSTAZA AHUMADA DLT.X250;ALMACEN;
16303;7792900093260;VINAGRE 2ANCLAS MANZ.X1L;ALMACEN;ACEITES Y VINAGRES
3383;7791620001593;MAY.OLIVIO X250CC;ALMACEN;ACEITES Y VINAGRES
19746;7798073174232;SABRO FOOD X22KG;ALMACEN;MASCOTAS
71757;7798308961545;SALSA MOSTAZA C/MIEL DLT.X250G;ALMACEN;
14791;7792900093246;VINAGRE 2ANCLAS ALCOHOL X1L;ALMACEN;ACEITES Y VINAGRES
3653;7792900093253;VINAGRE 2ANCLAS VINO X1L;ALMACEN;SAL, PIMIENTA, ESPECIAS
3400;7791620001616;MAY.OLIVIO X500CC;ALMACEN;ACEITES Y VINAGRES
71759;7798308961477;MOSTAZA C/SEMILLA ENT.DLT.X230;ALMACEN;
61030;7792900092973;ACEITE 2ANCLAS OLIV.E/VIR.X500;ALMACEN;ACEITES Y VINAGRES
14402;7791620001609;MAY.MAYODAN DANICA X250;ALMACEN;ACEITES Y VINAGRES
16461;7791620001630;MAY.MAYODAN X500G;ALMACEN;ACEITES Y VINAGRES
53190;163;PEPINITOS SEV.REAL E/VINAG X2K;ALMACEN;CONSERVAS
25918;7794244000164;ACEITU.SEV.REAL VDE Nº0 X400;ALMACEN;CONSERVAS
28754;7793551001949;"ACEITU.MARVA.VERDE""2""FCO 2X3KG";ALMACEN;CONSERVAS
71760;7798308961491;CREMA MEDITERRANEA DLT.X230;ALMACEN;
2916;80052760;KINDER BUENO X43G;ALMACEN;GOLOSINAS Y CHOCOLATES
16460;7791620001654;MAY.MAYODAN DANICA X1KG;ALMACEN;ACEITES Y VINAGRES
20724;7798080660285;BIZ.VALIDO VAINILLA 6X680G;ALMACEN;REPOSTERIA Y POSTRES
51060;7798073720019;PEPINO DURANG AGRIDULCE X2KG;ALMACEN;CONSERVAS
30958;7798120430168;ESENCIA VIRREYNA PAN DULCE;ALMACEN;REPOSTERIA Y POSTRES
27424;7898024396239;HUEVO FERRERO X225G;ALMACEN;GOLOSINAS Y CHOCOLATES
21381;8000500009673;FERRERO ROCHER ACRILIC X24U;ALMACEN;GOLOSINAS Y CHOCOLATES
2803;78909434;FERRERO ROCHER X3U;ALMACEN;GOLOSINAS Y CHOCOLATES
3405;7791620001708;MAY.MAYODAN DANICA X2900;ALMACEN;ACEITES Y VINAGRES
62311;7798089020691;PAN DULCE CATINI C/FRU.P X500G;ALMACEN;REPOSTERIA Y POSTRES
51048;7794244000171;ACEITU.SEV.REAL VDE N00 X400;ALMACEN;CONSERVAS
2640;7898024395072;FERRERO ROCHER X8U;ALMACEN;GOLOSINAS Y CHOCOLATES
6048;7791273000158;FRUTA NOGAL ESCURRIDA X200G;ALMACEN;CONSERVAS
28231;7798096030300;GARBANZO PUPA REMOJADOS X350;ALMACEN;CONSERVAS
62404;7798089020745;PAN DULCE CATINI C/CHOC. X400G;ALMACEN;REPOSTERIA Y POSTRES
2697;8000500020012;HUEVO KINDER PASCUA AZUL X150G;ALMACEN;GOLOSINAS Y CHOCOLATES
27191;7798073174355;SABROSITOS GATO MIX X20K;ALMACEN;MASCOTAS
2587;78600010;TIC-TAC MENTA;ALMACEN;GOLOSINAS Y CHOCOLATES
22999;7792860001756;CARAM.VITA SWEET BL 12X408G;ALMACEN;GOLOSINAS Y CHOCOLATES
28757;7793551001673;"ACEITU.MARVA.VERDE""2""SCH 5X1,7";ALMACEN;CONSERVAS
2276;7790387001785;TE TARAGUI VERDE  X20SAQ;ALMACEN;DESAYUNO
3856;7798079932034;ARVEJA CATINI PARTIDA X500G;ALMACEN;ARROZ - LEGUMBRES
75961;7798308962290;SALSA AJI AHUMADO DLT.X170G;ALMACEN;
3319;7791620001869;SALSA GOLF DANICA X125CM;ALMACEN;CONSERVAS
50737;7790387001792;TE TARAGUI VERDE X40U;ALMACEN;DESAYUNO
1214;7793913000139;QUESO RALLADO TREGAR X40G;ALMACEN;
56042;56042;GARRAPIÑADA LHERIT C/MIEL X80G;ALMACEN;GOLOSINAS Y CHOCOLATES
59674;7791019000466;ARITOS 3 ARROYOS FRUTAD X3,2K;ALMACEN;DESAYUNO
54462;7791152980182;PULPA BANANA STAPLER LAT.X420G;ALMACEN;CONSERVAS
79222;7798128350741;ACEITE MONTEOLIVO X500CC;ALMACEN;ACEITES Y VINAGRES
4778;7793360003882;MERM.LA CAMPAG CITRUS BC X390G;ALMACEN;DESAYUNO
