codigo de articulo ;codigo de barras ;Nombre de producto;Departamento;Categoria
50299;7791620003078;COMBO DANICA MAY+SALSA GOLF;ALMACEN;ACEITES Y VINAGRES
21302;7798073174638;SABROSITOS CARNE-ARROZ X15KG;ALMACEN;MASCOTAS
51698;7791620003085;COMBO DANICA MAY+BBQ;ALMACEN;ACEITES Y VINAGRES
77986;7798141970308;FID.BONANZA CODITO X500G;ALMACEN;PASTAS SECAS Y SALSAS
54991;54991;IKEBANA LHERITIER 24X200G;ALMACEN;GOLOSINAS Y CHOCOLATES
7511;7798073173839;SABRO FOOD X10KG;ALMACEN;MASCOTAS
63340;7793589020035;GELATINA DAUBY FRUTILLA X170G;ALMACEN;REPOSTERIA Y POSTRES
70696;7798308960562;CEZAS MARRASQUIN.VERD DLT X200;ALMACEN;
71202;7793046003021;DCE.DE BATATA C/CEREZA X5KG;ALMACEN;
70698;7798308960586;CEZAS ARRASQUINO VERD DLT X700;ALMACEN;
20875;7798073170173;SABRO FOOD X 20KG;ALMACEN;MASCOTAS
67131;7798122380232;COPOS NANI BOLITAS CHOC 150GR;ALMACEN;DESAYUNO
70699;7798308960654;HIGO BLANCO E/ALMIBAR X370;ALMACEN;
70700;7798308960715;HIGO BLANCO E/ALMIBAR X740;ALMACEN;
4025;7790380003175;TORTA MANI MIEL GERGALOS X200G;ALMACEN;REPOSTERIA Y POSTRES
67119;7798122380492;COPOS NANI DE MAIZ AZUC. 150G;ALMACEN;DESAYUNO
70701;7798308961033;HIGO BLANCO E/ALMI.C/NUEZ X330;ALMACEN;
18352;7798073174690;SABROSITOS CACHORRO X1.5KG;ALMACEN;MASCOTAS
7546;7798073174706;SABROSITOS CACHORRO X3KG;ALMACEN;MASCOTAS
5645;7790202000320;SARDINA PENNISI E/ACEI X160G;ALMACEN;CONSERVAS
63341;7793589020059;GELATINA DAUBY ANANA X170G;ALMACEN;REPOSTERIA Y POSTRES
68448;7798073170340;SABROSITOS CACHORRO X8KG;ALMACEN;MASCOTAS
70703;7798308960470;ZAPALLO E/ALMIBAR DLT X330;ALMACEN;
70806;7798308960487;ZAPALLO E/ALMIBAR DLT X740;ALMACEN;
52823;7790062000324;DULCE OTITO UVA FCO 12X500G;ALMACEN;DESAYUNO
70822;7798308961286;ZAPALLO E/ALMIBAR DLT X3.5KG;ALMACEN;
58396;58396;CHOCLO LA CAMP.AMAR.CREM X350G;ALMACEN;CONSERVAS
18193;8712248962829;LEVAD.FERMIPAN ROJA X500G;ALMACEN;REPOSTERIA Y POSTRES
67117;7798122380348;GALL.NANI FORT.CHOC.SURT.90GR;ALMACEN;DESAYUNO
67118;7798122380584;GALL.NANI FORT.COCO.SURT.90GR;ALMACEN;DESAYUNO
63342;7793589020073;GELATINA DAUBY CEREZA X170G;ALMACEN;REPOSTERIA Y POSTRES
67115;7798122380607;GALL.NANI FORT.LIMON SURT.90GR;ALMACEN;DESAYUNO
79494;7793890259001;PAN HAMB.BIMBO ARTES.PAPA X240;ALMACEN;DESAYUNO
67114;7798122380591;GALL.NANI FORT.NJA SURT.90GR;ALMACEN;DESAYUNO
67116;7798122380331;GALL.NANI FORT.VAIN.SURT.90GR;ALMACEN;DESAYUNO
31620;7790380003342;TORTA C/ALMENDRA CLASE A X200G;ALMACEN;GOLOSINAS Y CHOCOLATES
5773;7793360001383;JARDINERA LA CAMPAG VERDE X350;ALMACEN;CONSERVAS
7547;7798073173785;SABROSITOS PERRO MIX 1,5KG;ALMACEN;MASCOTAS
19682;7798073170265;SABROSITOS PERRO MIX X3KG;ALMACEN;MASCOTAS
73251;7798073177172;SABROSITOS PERRO MIX X8KG;ALMACEN;MASCOTAS
23006;7792860003385;CARAM.LHERIT PICO MINT X660G;ALMACEN;GOLOSINAS Y CHOCOLATES
61865;7798073170241;SABROSITOS PERRO MIX X15KG;ALMACEN;MASCOTAS
68447;7798073170258;SABROSITOS NUEVO MIX X1,5KG;ALMACEN;MASCOTAS
56366;7792900000268;COND.2ANCLAS CARNES X25G;ALMACEN;CALDOS, SOPAS, PURES
62660;62660;SABORIZ.2 ANCLAS P/CARNE X25G;ALMACEN;CALDOS, SOPAS, PURES
62279;;SABROSITOS ADULTO MIX X3KG;ALMACEN;MASCOTAS
63343;7793589020097;GELATINA DAUBY NARANJA X170G;ALMACEN;REPOSTERIA Y POSTRES
24774;7793551000232;PICKLE MARVA.E/VINA FCO.12X330;ALMACEN;CONSERVAS
55869;7792900000275;SABORIZ.2ANCLAS P/AVES X25G;ALMACEN;CALDOS, SOPAS, PURES
27383;7798073170036;SABROSITOS PERRO MIX X8KG;ALMACEN;MASCOTAS
25584;7793551000249;PICKLE MARVA.E/VINAG FCO 6X660;ALMACEN;CONSERVAS
62661;7792900000282;SABORIZ.2 ANCLAS P/PESCAD X25G;ALMACEN;CALDOS, SOPAS, PURES
258;7798073170029;SABROSITOS PERRO ADU.MIX X15KG;ALMACEN;MASCOTAS
72561;7793360001062;POROTO ALUBIA LA CAMPAG.X350G;ALMACEN;CONSERVAS
5650;7790202000344;SARDINA PENNISI E/ACEI X125G;ALMACEN;CONSERVAS
20460;7790071050204;TOST.RIERA DULCES GLUTEN X200G;ALMACEN;DESAYUNO
32079;7793551000263;Pickles E/Vinagre Marva.2x3000;ALMACEN;CONSERVAS
29530;7798073170104;SABROSITOS PERRO VARIEDA.X1.5;ALMACEN;MASCOTAS
52524;7798141970346;FIDEO LA PROVIDENC.SPAGUE.X500;ALMACEN;PASTAS SECAS Y SALSAS
33261;7798073170111;SABROSITOS PERRO VARIEDADES X3;ALMACEN;MASCOTAS
5732;7793360001123;POROTO LA CAMPAG.MANTECA X350G;ALMACEN;CONSERVAS
27734;7798073170128;SABROSITOS PERRO VARIEDADE X8K;ALMACEN;MASCOTAS
25915;7794244000348;CEBOLLITA SEV.REAL VINA 24X200;ALMACEN;CONSERVAS
51087;7794244000379;COLIFLOR SEV.REAL E/VIN 24X200;ALMACEN;CONSERVAS
27735;7798073170180;SABROSITOS PERRO VARIEDA.X15KG;ALMACEN;MASCOTAS
18166;7790071090231;TOST.RIERA CLASICA MESA X200G;ALMACEN;DESAYUNO
18162;7790071090316;TOST.RIERA CLAS/INTE GLUT X200;ALMACEN;DESAYUNO
63344;7793589000150;GELATINA DAUBY MANZANA X170G;ALMACEN;REPOSTERIA Y POSTRES
5731;7793360001147;POROTO PALLARES CAMPAGN X350G;ALMACEN;CONSERVAS
3692;7792900000428;SAL 2ANCLAS FINA PAQ X500;ALMACEN;SAL, PIMIENTA, ESPECIAS
54086;7792900000107;ACEITE 2ANCLA.OLI.E/V TRA.X500;ALMACEN;ACEITES Y VINAGRES
52525;7798141970353;FIDEO LA PROVIDENC.TALLAR.X500;ALMACEN;PASTAS SECAS Y SALSAS
18998;7790071010505;GRISINES RIERA C/SESAMO X160G;ALMACEN;DESAYUNO
74496;7613287586544;LECHE NIDO FORT.DESLA.A2 X370G;ALMACEN;DESAYUNO
31725;7792860003552;CARAM.LHERITIER CEBOLLITA 120U;ALMACEN;GOLOSINAS Y CHOCOLATES
19287;7790071010307;GRISINES RIERA CLAS S/SAL 160G;ALMACEN;DESAYUNO
51086;7794244001062;CEBOLLITA SEV.REAL VINA 12X400;ALMACEN;CONSERVAS
19282;7790071010420;GRISINES RIERA LIGHT X160G;ALMACEN;DESAYUNO
25100;7790380003601;CROCANTE SESAMO GERGALO 20X200;ALMACEN;GOLOSINAS Y CHOCOLATES
52523;7798141970360;FIDEO LA PROVIDENC MOSTAC.X500;ALMACEN;PASTAS SECAS Y SALSAS
63345;7793589000167;GELATINA DAUBY DURAZNO X170G;ALMACEN;REPOSTERIA Y POSTRES
52826;7790062000362;KINOTO E/ALMIB OTITO FCO X500G;ALMACEN;CONSERVAS
50391;7794244000362;PEPINO SEV.REAL E/VINAG 200GR;ALMACEN;CONSERVAS
56696;0;GRANOLA PUIGGARI XKG;ALMACEN;DESAYUNO
62300;7793913001990;LECHE TREGAR CHOCOLATADA X1L;ALMACEN;DESAYUNO
28762;7793551000270;ACEITU.MARVA.COND/DESC X330G;ALMACEN;CONSERVAS
25916;7794244001475;PEPINITO SEV.REAL E/VIN 12X400;ALMACEN;CONSERVAS
73472;7795735000328;BIZCOCHO SAL.DON SATUR X200GR;ALMACEN;DESAYUNO
72718;7795735000335;BIZCOCHO DCE DON SATUR X200GR;ALMACEN;DESAYUNO
28761;7793551001130;ACEITU.MARVA.NGA GRIEGA X330G;ALMACEN;CONSERVAS
33416;7798073173846;SABRO FOOD GATO X10KG;ALMACEN;MASCOTAS
50359;7793551001123;ACEITU.MARVA.NGA GRIEGA 2X3K;ALMACEN;CONSERVAS
8617;7793360000072;JUGO TOMATE CAMPAGN X375CM3;ALMACEN;CONSERVAS
72719;7795735600924;GALL. PEPAS DON SATUR X 300GR;ALMACEN;DESAYUNO
26932;7793913001099;LECHE TREGAR E/P X800G;ALMACEN;DESAYUNO
52830;52830;DULCE BAT-CEREZA OTITO X5K;ALMACEN;CONSERVAS
8606;7792900809007;JUGO LIMON 2ANCLAS X500ML;ALMACEN;ACEITES Y VINAGRES
29508;7792900809014;JUGO LIMON 2ANCLAS X1LT;ALMACEN;ACEITES Y VINAGRES
56585;7792900705408;SABORIZ.2ANCLAS P/ARROZ X25G;ALMACEN;CALDOS, SOPAS, PURES
55159;7798073173792;SABROSITOS GATO PESCADO 10KG;ALMACEN;MASCOTAS
56587;7792900705507;SABORIZ.2ANCLAS GUISO-TUC X25G;ALMACEN;CALDOS, SOPAS, PURES
52522;7798141970384;FIDEO LA PROVIDENC TIRAB.X500G;ALMACEN;PASTAS SECAS Y SALSAS
62662;7792900705606;SABORIZ.2 ANCLAS PURE-PAST.25G;ALMACEN;CALDOS, SOPAS, PURES
2920;77991584;ALF.TRIPLE FANTOCHE BCO X85G;ALMACEN;GOLOSINAS Y CHOCOLATES
51050;7794244000386;COLIFLOR SEV.REAL E/VIN 12X400;ALMACEN;CONSERVAS
2921;77991577;ALF.TRIP FANTOCHE NEGRO X85G;ALMACEN;GOLOSINAS Y CHOCOLATES
57010;7791866000510;MOSTAZA NATURA D/P X500;ALMACEN;ACEITES Y VINAGRES
60445;60445;CRIADORES CACHORRO 5X3KG;ALMACEN;MASCOTAS
57305;7798073174607;SABROSITOS CRIAD.CACHORRO X3KG;ALMACEN;MASCOTAS
60446;60446;CRIADORES CACHORRO 10X1,5KG;ALMACEN;MASCOTAS
57304;7798073174591;SABROSITOS CRIAD.CACHORRO X1,5;ALMACEN;MASCOTAS
7549;7798073173617;SABROSITOS GATO PESCADO X500G;ALMACEN;MASCOTAS
52521;7798141970391;FIDEO LA PROVIDENCIA CODO X500;ALMACEN;PASTAS SECAS Y SALSAS
7550;7798073173631;SABROSITOS GATO PESCADO X1KG;ALMACEN;MASCOTAS
5;5;SOPA QUICK KNORR SIN CARGO;ALMACEN;CALDOS, SOPAS, PURES
54497;7798073170142;SABROSITOS GATO PESCADO X3KG;ALMACEN;MASCOTAS
25585;7793551000300;AJIE MARVA.E/VINAG FCO 6X660G;ALMACEN;CONSERVAS
3202;7794244000393;BERENJENA.SEV.REAL ESCAB X200G;ALMACEN;CONSERVAS
55384;7790071010123;GRISINES RIERA TRADIC.X160G;ALMACEN;DESAYUNO
52828;7790062000393;MAMON E/ALMI OTITO FCO X500G;ALMACEN;CONSERVAS
31679;7793551000317;AJIES E/VINAGRE MARVA 2X3KG;ALMACEN;CONSERVAS
7543;7798073173891;SABROSITOS GATO MIX X500G;ALMACEN;MASCOTAS
23859;7798073173907;SABROSITOS GATO MIX X1KG;ALMACEN;MASCOTAS
54231;7790580039714;CHOC.COFLER DOS PLACERES 10X55;ALMACEN;GOLOSINAS Y CHOCOLATES
55009;7798073174744;SABROSITOS GATO MIX X3KG;ALMACEN;MASCOTAS
27464;7791775000397;VAINILLA LIQ.CHEVALLIER 12X110;ALMACEN;REPOSTERIA Y POSTRES
73270;7798316700488;ACEITE ALSAMAR GIRASOL X 1,5;ALMACEN;ACEITES Y VINAGRES
16949;77910400;ALF.ARROZ LULEMUU LIMON;ALMACEN;GOLOSINAS Y CHOCOLATES
75358;7798128001902;DULCE LECHE CACHAFAZ X450;ALMACEN;DESAYUNO Y MERIENDA
69944;7798096031055;ARVEJA PUPA TETRA R.X340G;ALMACEN;CONSERVAS
54822;7798069891129;BOMBON FRUTA ABUELA MECHA X40U;ALMACEN;GOLOSINAS Y CHOCOLATES
70706;0;CEZAS AL NATURAL DLT X300;ALMACEN;
75359;7798128001919;DULCE LECHE CACHAFAZ X800;ALMACEN;DESAYUNO Y MERIENDA
33046;7791696000049;BUDIN DEUBEL C/FRUT 12X250G;ALMACEN;REPOSTERIA Y POSTRES
29977;7793046004028;DULCE MEMBRILLO DULCOR CJ X5KG;ALMACEN;DESAYUNO
30224;;DULCE MEMBRILLO DULCOR X KG;ALMACEN;REPOSTERIA Y POSTRES
30222;7793704000836;MIEL FLORES DE LIEBIG X500G;ALMACEN;DESAYUNO
70290;7798096031062;POROTO BLANCO TETRA PUPA X 340;ALMACEN;CONSERVAS
33047;7791696000124;BUDIN DEUBEL S/FRUT 12X250G;ALMACEN;REPOSTERIA Y POSTRES
70707;7798308960647;CEZAS AL MALBEC DLT X300;ALMACEN;
70368;7798096031086;LENTEJAS PUPA TETRA R.X340G;ALMACEN;CONSERVAS
33048;7791696008731;BUDIN DEUBEL C/CHOC 12X200G;ALMACEN;REPOSTERIA Y POSTRES
59469;7793046004042;DULCE MEMBRILLO DULCOR X500G;ALMACEN;DESAYUNO
70291;7798096031079;GARBANZO TETRA PUPA X 340;ALMACEN;ARROZ - LEGUMBRES
51255;7793551001642;"ACEITU.MARVA.RELL C/MOR ""1""X3K";ALMACEN;CONSERVAS
33049;7791696008151;BUDIN DEUBEL MARMOLADO 12X250G;ALMACEN;REPOSTERIA Y POSTRES
70694;0;CEREZA MARRASQUINO R DLT X1.5;ALMACEN;
28233;7798096030324;CHOCLO PUPA CREMOSO BCO X340;ALMACEN;CONSERVAS
52884;7791696008045;BUDIN DON ENRIQUE X300G;ALMACEN;REPOSTERIA Y POSTRES
29258;7798096031093;CHOCLO PUPA CREMOSO AMA X340;ALMACEN;CONSERVAS
70708;7798308960906;DURAZNO TROZOS DLT X650;ALMACEN;
56078;7791696008748;BUDIN DEUBEL C/FRUTAS 12X200G;ALMACEN;REPOSTERIA Y POSTRES
75963;7798308960746;DURAZNO AL NAT.MITAD.DLT X650;ALMACEN;CONSERVAS
4007;7791696008755;BUDIN DEUBEL DE LIMON X200G;ALMACEN;DESAYUNO
70292;7798096031116;CHOCLO GRANO AMA.TET.PUPA X340;ALMACEN;ARROZ - LEGUMBRES
50389;7794244000409;BERENJENA.SEV.REAL ESCAB X400G;ALMACEN;CONSERVAS
70710;7798308960258;DURAZNO AL NAT.MITAD.DLT X1.4K;ALMACEN;
70711;7798308960265;DURAZNO AL NAT.MITAD.DLT X2.9K;ALMACEN;
68769;7798073170333;PIEDRITAS SANITARIAS X2KG;ALMACEN;MASCOTAS
70712;7798308961071;PERA AL VINO DLT X650;ALMACEN;
70697;0;CEZAS ARRASQUINO VERD DLT X300;ALMACEN;
69615;7796989011863;RAPIDITAS BIMBO INTEGRAL X220G;ALMACEN;DESAYUNO
51083;7794244000416;ANTIPASTO SEV.REAL E/ACE X200G;ALMACEN;CONSERVAS
71225;7798096031185;ARVEJA B/SODIO DOÑA PUPA X340;ALMACEN;ARROZ - LEGUMBRES
72757;7798096031253;POROTO COLORA.PUPA TETRA X340G;ALMACEN;CONSERVAS
78940;7790697000331;TRIANGULIT RC DE HOJALDRE 150G;ALMACEN;DESAYUNO
72756;7798096031208;POROTO NEGRO PUPA TETRA X340G;ALMACEN;CONSERVAS
78941;7790697000324;VARITAS RC DE HOJALDRE X150G;ALMACEN;DESAYUNO
1713;7791078022737;ARITOS FRUTALES GRANIX 130G;ALMACEN;DESAYUNO
78939;7790697000386;BIZCOCHITO RC DE HOJALDRE 150G;ALMACEN;DESAYUNO
72758;7798096031215;JARDINERA  PUPA TETRA X340G;ALMACEN;CONSERVAS
59359;7793589025016;HELADO DE VAINILLA DAUBY X100G;ALMACEN;REPOSTERIA Y POSTRES
21949;7793522000964;MUFFINS VALENTE VAINILLA 6X350;ALMACEN;REPOSTERIA Y POSTRES
3589;7792900634227;SAL 2ANCLAS F-MESA SALE X250G;ALMACEN;SAL, PIMIENTA, ESPECIAS
32620;7798096031222;ZANAHORIA CUBO DOÑA PUPA X340;ALMACEN;CONSERVAS
57153;7794940000697;EDULC.HILERET ZUCRA LIQ X400CC;ALMACEN;DESAYUNO
55618;7798096031192;REMOLACHA DOÑA PUPA TETRA X340;ALMACEN;CONSERVAS
25583;7793551000324;ACEITU.MARVA.RELL C/MORR X330;ALMACEN;CONSERVAS
51084;7794244000423;ANTIPASTO SEV.REAL E/ACE X400G;ALMACEN;CONSERVAS
53616;7790580042400;HUEVO AGUILA LECHE X 55G;ALMACEN;GOLOSINAS Y CHOCOLATES
30993;7793046004257;DULCE MEMBRILLO DULCOR LIGX430;ALMACEN;DESAYUNO
63046;7792280000209;Y/M CACHAMATE ROSA X1KG;ALMACEN;DESAYUNO
64555;7792280000094;Y/M CACHAMATE PAMPEANA X500G;ALMACEN;DESAYUNO
3192;7794244000430;MORRONES SEV.REAL E/ESCAB X200;ALMACEN;CONSERVAS
59362;7793589025030;HELADO DE AMERICAN DAUBY X100G;ALMACEN;REPOSTERIA Y POSTRES
21950;7793522001008;MUFFINS VALENTE CHOCOLAT 6X350;ALMACEN;REPOSTERIA Y POSTRES
65912;7794940000772;EDULC.HILERET STEVIA X200CC;ALMACEN;DESAYUNO
28232;7798096031239;MIX ARVEJA C/CHOCLO PUPA X340;ALMACEN;CONSERVAS
30954;7791775000434;AZUCAR IMPALP.CHEVALIER X200G;ALMACEN;DESAYUNO
69588;7793890262407;PAN BIMBO ARTESANO BRIOCH X500;ALMACEN;DESAYUNO
52520;7798141970438;FIDEO PROVIDENC SPAGUETTI X5KG;ALMACEN;PASTAS SECAS Y SALSAS
71344;7790045825562;BARRA CEREAL GRANIX FRUTI.X23G;ALMACEN;DESAYUNO
28229;7798096031161;ARVEJA DOÑA PUPA TETRA  X500G;ALMACEN;CONSERVAS
59360;7793589025092;HELADO DE FRUTILLA DAUBY X100G;ALMACEN;REPOSTERIA Y POSTRES
21951;7793522000988;MUFFINS VALENTE CHIP.CHOC.X350;ALMACEN;REPOSTERIA Y POSTRES
50063;7798096031154;TOMATE TRITURADO PUPA X 500GR;ALMACEN;CONSERVAS
62658;7792900009346;CANELA MOLIDA 2ANCLAS X30G;ALMACEN;REPOSTERIA Y POSTRES
50390;7794244000447;MORRONES SEV.REAL ESCAB X400G;ALMACEN;CONSERVAS
27398;7793522001077;MUFFINS VALENTE CHOC-DDL 6X700;ALMACEN;REPOSTERIA Y POSTRES
24371;77927873;MUFFINS VALENTE CHOC-DDL X87G;ALMACEN;REPOSTERIA Y POSTRES
59361;7793589025115;HELADO DE CHOCOLAT DAUBY X100G;ALMACEN;REPOSTERIA Y POSTRES
27397;7793522001091;MUFFINS VALENTE VAIN-DDL 6X700;ALMACEN;REPOSTERIA Y POSTRES
26685;77902146;MUFFINS VALENTE VAINI-DDL X87G;ALMACEN;REPOSTERIA Y POSTRES
52519;7798141970452;FIDEO PROVIDENC MOSTACHOL X5KG;ALMACEN;PASTAS SECAS Y SALSAS
73099;7792860004542;CHUP.PICO DULCE X5U;ALMACEN;GOLOSINAS Y CHOCOLATES
5639;7794244000461;FILET ANCHOA SEV.REAL X100G;ALMACEN;CONSERVAS
63346;7793589000143;HELADO DAUBY DULCE LECHE X100G;ALMACEN;REPOSTERIA Y POSTRES
52494;7791273000790;COCO RALLADO NOGAL X5KG;ALMACEN;REPOSTERIA Y POSTRES
66863;77922748;ALF.NEVARES TRIPLE DDL 24X60G;ALMACEN;GOLOSINAS Y CHOCOLATES
52161;7791273000783;COCO RALLADO NOGAL X1K;ALMACEN;REPOSTERIA Y POSTRES
2117;7790411000463;Y/M CAMPECHE X2KG;ALMACEN;DESAYUNO
33092;7791775000465;AZUCAR IMPALP.CHEVALIER X400G;ALMACEN;DESAYUNO
65920;7793589110873;HELADO DE LIMON  DAUBY X100G;ALMACEN;REPOSTERIA Y POSTRES
29536;7798017960082;MERENGUE EL REY BLANCO X100G;ALMACEN;GOLOSINAS Y CHOCOLATES
29535;7798017960099;MERENGUE EL REY COLOR X100G;ALMACEN;GOLOSINAS Y CHOCOLATES
74537;7613287214638;LECHE NIDO 3 DESLA.A2 X370G;ALMACEN;DESAYUNO
51960;7798017960143;MERENGUE EL REY MINI COL.X100G;ALMACEN;GOLOSINAS Y CHOCOLATES
51959;7798017960105;MERENGUE MINI E/REY BCO X100;ALMACEN;GOLOSINAS Y CHOCOLATES
26541;7798146450096;SAL MARINA MACROZEN FIN X500;ALMACEN;ACEITES Y VINAGRES
78476;7798209280011;CHINAS QUESO EL EDEN  X150G;ALMACEN;DESAYUNO
78477;7798209280028;CHINAS SALVADO EL EDEN  X150G;ALMACEN;DESAYUNO
51958;7798017960365;MINI MERENGUE EL REY CHOC.100G;ALMACEN;GOLOSINAS Y CHOCOLATES
59310;7790380004776;PELADILLA DE MANI GEOR 24X120G;ALMACEN;GOLOSINAS Y CHOCOLATES
78478;7798209280141;CHINAS CALABRES EL EDEN  X150G;ALMACEN;DESAYUNO
51006;7794244000478;FILET ANCHOA SEV.REAL X170G;ALMACEN;CONSERVAS
79335;7798209280073;GRISINES QUESO EL EDEN  X150G;ALMACEN;DESAYUNO
32927;32927;MEDALLON DURAZNO SAMOS X250G;ALMACEN;CONSERVAS
65919;7793589025078;HELADO DE COCO DAUBY X100G;ALMACEN;REPOSTERIA Y POSTRES
55365;55365;FILET ANCHOA SEV.REAL X1,5KG;ALMACEN;CONSERVAS
66864;77923529;TURRON MANI NEVARES RELL. X25G;ALMACEN;GOLOSINAS Y CHOCOLATES
13229;7790380004882;BAÑO REP.GEORGALOS S/AMA X150G;ALMACEN;REPOSTERIA Y POSTRES
34053;7791152000491;PULPA MELON STAPLER X420G;ALMACEN;CONSERVAS
66869;7798094229935;GALL.NEVARES PALMERITA X180G;ALMACEN;DESAYUNO
66870;7798094229010;GALL.NEVARES BOQUITA LIM.X180G;ALMACEN;DESAYUNO
2062;7790411000494;Y/M ROSAMONTE SUAVE X1KG;ALMACEN;DESAYUNO
34040;7792900638102;SAL 2ANCLAS FINA SOB.1000X0,5G;ALMACEN;SAL, PIMIENTA, ESPECIAS
66946;7792860004962;CARAM.CREM.LHERITIER CHOC 450G;ALMACEN;GOLOSINAS Y CHOCOLATES
27745;7792860004979;CARAM.LHERIT CREMA CHOC X900G;ALMACEN;GOLOSINAS Y CHOCOLATES
74108;7613287519276;NESTUM MIEL FLEX X225G;ALMACEN;DESAYUNO
66871;7798094229027;GALL.NEVARES COQUITOS X180G;ALMACEN;DESAYUNO
2050;7790411000500;Y/M ROSAMONTE SUAVE X500G;ALMACEN;DESAYUNO
53948;;EMULDAN BUDIN X 1 BL;ALMACEN;REPOSTERIA Y POSTRES
70713;7798308960500;TOMATE SECO COND.E/A DLT X240G;ALMACEN;
70714;7798308960517;TOMATE ENT.PEL/ALIÑ.DLT X800G;ALMACEN;
2140;7792280000339;TE CACHAMAI HERB MIX AMAR.X20U;ALMACEN;DESAYUNO
2141;7792280000346;TE CACHAMAI HERB MIX ROSA X20U;ALMACEN;DESAYUNO
1987;7792280000353;TE CACHAMAI BOLDO SAQ.X20U;ALMACEN;DESAYUNO
54508;7794244000508;PASTA ANCHOA SEV.REAL 35X100G;ALMACEN;CONSERVAS
2218;7792280000360;TE CACHAMAI MENTA 20SAQ.;ALMACEN;DESAYUNO
74618;7798024299403;BUDIN BUDIMAK VAINILLA X170G;ALMACEN;REPOSTERIA Y POSTRES
70716;7798308961163;TOMATE TRIT.DLT X500G;ALMACEN;CONSERVAS
29025;7790726000097;BUDINCITO DULCYPAS X370G;ALMACEN;REPOSTERIA Y POSTRES
56363;7791866000381;KETCHUP NATURA D/P X250G;ALMACEN;ACEITES Y VINAGRES
74614;7798024299427;BUDIN BUDIMAK  MARMOLADO X170G;ALMACEN;REPOSTERIA Y POSTRES
31176;7793046005025;DCE.DE ZAPALLO DULCOR LATA X5K;ALMACEN;REPOSTERIA Y POSTRES
73560;0;DCE.DE ZAPALLO DULCOR XKG;ALMACEN;REPOSTERIA Y POSTRES
66865;7798094229560;GALL.NEVARES CHOC.ANIMAL.X45G;ALMACEN;DESAYUNO
74615;7798024299434;BUDIN BUDIMAK C/CHIPS CH.X170G;ALMACEN;REPOSTERIA Y POSTRES
74617;7798024299410;BUDIN BUDIMAK C/FRUTAS X170G;ALMACEN;REPOSTERIA Y POSTRES
66866;7798094229454;GALL.NEVARES BOQUITA LIM.X45G;ALMACEN;DESAYUNO
65404;7792280000124;TE CACHAMAI VERD.S/MANDAR.X20U;ALMACEN;DESAYUNO
74616;7798024299441;BUDIN BUDIMAK C/CHIPS DDL X170;ALMACEN;REPOSTERIA Y POSTRES
65403;7792280000117;TE CACHAMAI VERD.S/FRUT.X20U;ALMACEN;DESAYUNO
54509;7794244000515;PASTA ANCHOA SEV.REAL 30X170G;ALMACEN;CONSERVAS
65405;7792280000162;TE CACHAMAI VERD.S/GRSELL.X20U;ALMACEN;DESAYUNO
50293;7798156720257;CHACAL ALIMENTO PERROS X15KG;ALMACEN;MASCOTAS
67150;7790380005971;CHOCOLATE GEORGALOS HOGAR 100G;ALMACEN;GOLOSINAS Y CHOCOLATES
1968;7792280002753;TE CACHAMAI VERDE X20SAQ;ALMACEN;DESAYUNO
60424;7898024397076;KINDER PASCUA MINIONS X100G;ALMACEN;GOLOSINAS Y CHOCOLATES
75964;7798308962061;PULPA DE TOM.DLT C/ALBAH X950G;ALMACEN;CONSERVAS
66867;7798094229461;GALL.NEVARES COQUITOS X45G;ALMACEN;DESAYUNO
1988;7792280000377;TE CACHAMAI MANZANILLA X20SAQ;ALMACEN;DESAYUNO
53007;7795933000519;FRUTILLAS BAHIA ENT.SELEC.850G;ALMACEN;CONSERVAS
66868;7798094229492;GALL.NEVARES PALMERITAS X45G;ALMACEN;DESAYUNO
75966;7798308962726;TOMATE ENT.NATURAL DLT X800G;ALMACEN;
24247;7793589030058;AZUCAR IMPALP.DAUBY BCO X250G;ALMACEN;DESAYUNO
5181;7793589030065;AZUCAR IMPALP.DAUBY X500G;ALMACEN;DESAYUNO
75965;7798308963525;PULPA DE TOM.DLT C/LAURE X950G;ALMACEN;CONSERVAS
5298;7793589030072;AZUCAR IMPALP.DAUBY X1KG;ALMACEN;DESAYUNO
75967;7798308963426;TOMATE ENT.C/LAUREL DLT X800G;ALMACEN;
50065;50065;AZUCAR IMPALP.DAUBY X10KG;ALMACEN;DESAYUNO
70715;7798308961156;TOMATE TRIT.DLT X900G;ALMACEN;
4636;7791672002029;BUDIN FANTOCHE MARMOLADO X220G;ALMACEN;REPOSTERIA Y POSTRES
27951;7793589030096;AZUCAR NEGRA DAUBY X250G;ALMACEN;CONSERVAS
4882;;AZUCAR NEGRA DAUBY X250G;ALMACEN;DESAYUNO
32774;7791672001589;BUDIN FANTOCHE C/FRUTAS X220G;ALMACEN;REPOSTERIA Y POSTRES
55160;7790411000531;Y/M ROSAMONTE SUAVE ESP X1KG;ALMACEN;DESAYUNO
4079;7791672002036;BUDIN FANTOCHE S/FRUTA X220G;ALMACEN;REPOSTERIA Y POSTRES
32772;7791672002050;BUDIN FANTOCHE C/CHIPS X220G;ALMACEN;REPOSTERIA Y POSTRES
72810;7798308961705;PULPA DE TOMATE DLT X910G;ALMACEN;CONSERVAS
5354;7793589110248;AZUCAR NEGRA DAUBY X500G;ALMACEN;DESAYUNO
